date,rain_daily_mm,temp_mean_C,temp_min_C,temp_max_C,humidity_pct,solar_wm2
2026-03-12,0.3,8.1,2.2,13.3,77,612.5
2026-03-13,0.0,8.9,0.5,16.4,68,545.7
2026-03-14,1.0,7.2,4.1,9.9,72,284.4
2026-03-15,0.0,5.4,3.5,8.2,74,391.9
2026-03-16,0.5,3.9,1.4,9.0,84,743.6
2026-03-17,0.0,4.0,-1.9,11.2,84,343.4
2026-03-18,0.0,6.1,-3.0,15.4,72,522.0
2026-03-19,0.0,7.2,-0.7,16.0,64,603.4
2026-03-20,0.0,7.1,-2.5,15.6,68,559.7
2026-03-21,7.7,6.8,1.9,14.2,80,556.4
2026-03-22,0.0,7.4,-0.2,15.5,68,670.5
2026-03-23,0.0,6.8,-0.8,14.1,68,583.8
2026-03-24,0.0,8.4,-1.4,16.6,62,638.7
2026-03-25,1.0,6.9,2.9,11.7,73,565.1
2026-03-26,0.7,3.2,-0.5,7.0,80,823.1
2026-03-27,0.0,1.8,-3.4,8.0,69,761.8
2026-03-28,0.6,1.9,-5.4,9.7,75,566.5
2026-03-29,0.7,4.7,1.5,9.6,73,819.6
2026-03-30,1.8,4.1,2.1,7.6,80,863.3
2026-03-31,0.0,4.8,1.7,8.9,74,879.3
2026-04-01,1.0,5.0,-1.3,10.3,77,686.7
2026-04-02,0.0,5.1,-3.3,13.0,70,716.3
2026-04-03,0.0,7.8,-1.2,14.3,68,863.2
2026-04-04,0.0,11.6,8.7,14.4,76,401.7
2026-04-05,0.0,14.1,5.3,21.9,64,727.8
2026-04-06,0.0,9.6,1.9,15.1,59,758.9
2026-04-07,0.0,8.8,-1.3,17.4,59,664.0
2026-04-08,0.0,8.8,-1.2,18.4,53,666.8
2026-04-09,0.0,10.2,-0.1,18.6,54,739.2
2026-04-10,4.1,8.9,6.2,13.7,76,654.4
2026-04-11,0.0,11.9,3.5,19.1,58,714.5
2026-04-12,4.1,8.8,7.3,12.0,88,164.6
2026-04-13,0.4,10.1,5.4,15.3,82,582.1
2026-04-14,1.3,8.6,5.2,10.0,91,182.0
2026-04-15,0.0,10.7,2.3,17.0,81,741.1
2026-04-16,0.0,13.6,7.7,19.8,72,798.3
2026-04-17,0.0,14.8,7.1,24.2,67,705.7
2026-04-18,0.0,15.5,6.6,23.5,65,772.7
2026-04-19,4.7,10.7,7.3,13.4,82,993.5
2026-04-20,0.0,7.5,2.2,12.6,74,930.0
2026-04-21,1.2,7.6,3.0,12.6,74,780.4
2026-04-22,0.0,8.4,-1.8,17.6,61,698.3
2026-04-23,0.0,10.2,-2.1,19.1,53,713.0
2026-04-24,0.0,11.9,0.7,20.2,53,733.5
2026-04-25,0.0,13.0,2.1,20.6,50,740.2
2026-04-26,0.0,10.3,2.0,17.9,54,728.3
2026-04-27,0.0,10.4,-1.3,19.9,58,791.3
2026-04-28,0.0,14.3,5.7,23.7,48,715.0
2026-04-29,0.0,12.4,4.8,20.6,38,719.4
2026-04-30,0.0,10.7,0.7,19.5,34,729.2
2026-05-01,0.0,14.0,1.8,24.7,49,732.1
2026-05-02,0.0,16.5,3.3,28.9,54,754.3
2026-05-03,0.0,17.9,7.1,27.3,51,768.6
2026-05-04,0.0,17.7,9.1,24.6,55,787.7
2026-05-05,2.2,16.4,10.7,24.2,73,864.1
2026-05-06,14.2,13.7,9.3,20.6,84,938.5
2026-05-07,3.8,10.2,7.8,11.5,91,603.9
2026-05-08,0.0,12.0,6.3,19.2,76,927.5
2026-05-09,0.0,14.8,5.9,24.6,70,877.4
2026-05-10,0.6,17.6,6.8,26.6,60,801.6
2026-05-11,1.2,12.6,5.9,19.1,81,892.2
2026-05-12,0.3,6.8,3.9,10.7,69,1120.3
2026-05-13,1.2,9.9,5.1,14.6,66,927.6
2026-05-14,1.0,9.4,4.1,14.2,71,1055.5
2026-05-15,1.4,8.2,3.6,13.9,82,866.6
2026-05-16,0.0,7.9,1.9,13.3,76,1069.4
2026-05-17,0.0,10.6,3.2,17.0,67,1022.7
2026-05-18,0.0,12.5,2.3,20.7,67,1122.1
2026-05-19,0.0,14.0,5.3,20.2,67,1045.5
2026-05-20,1.9,14.4,9.3,19.4,78,967.1
2026-05-21,0.0,16.5,9.4,23.4,68,1098.1
2026-05-22,0.0,18.5,7.1,28.0,65,837.7
2026-05-23,0.0,21.0,9.7,31.7,62,818.9
2026-05-24,0.0,22.2,11.4,30.7,62,796.4
2026-05-25,0.0,22.1,12.6,32.2,59,830.1
2026-05-26,0.0,23.2,11.6,32.8,55,826.5
2026-05-27,0.0,21.8,12.5,29.9,58,820.5
2026-05-28,0.0,18.1,8.9,26.6,49,851.9
2026-05-29,0.0,20.1,6.2,30.0,45,847.3
2026-05-30,5.6,21.8,16.0,27.7,62,1027.5
2026-05-31,1.7,19.9,14.2,28.1,73,893.3
2026-06-01,1.1,17.9,12.5,24.3,73,1042.5
2026-06-02,2.8,18.6,11.3,27.3,72,991.7
2026-06-03,0.0,16.0,12.6,20.7,71,1095.3
2026-06-04,2.8,17.1,12.5,24.3,73,801.9
2026-06-05,4.0,14.9,8.8,20.5,78,1222.3
2026-06-06,5.3,16.8,7.0,25.6,74,969.1
2026-06-07,0.1,17.6,9.3,23.6,63,1031.1
2026-06-08,0.6,19.2,7.8,28.7,66,896.0
2026-06-09,3.6,16.1,10.3,19.4,70,801.0
2026-06-10,4.8,12.8,9.2,18.8,76,664.8
2026-06-11,0.7,13.1,9.1,17.8,73,1119.3
2026-06-12,3.2,14.4,11.0,16.7,87,560.1
2026-06-13,0.0,19.7,13.3,25.2,62,1047.7
2026-06-14,0.0,15.1,10.9,18.9,61,1273.7
2026-06-15,0.0,14.2,8.1,20.4,67,1096.6
2026-06-16,0.1,17.0,7.8,24.0,72,921.8
2026-06-17,0.0,20.8,11.7,27.0,70,1171.3
2026-06-18,0.0,25.6,14.7,35.3,59,951.7
2026-06-19,0.0,28.5,16.0,37.4,52,1011.6
2026-06-20,0.0,27.5,19.7,35.6,51,846.1
2026-06-21,20.5,24.5,17.2,35.3,70,915.5
2026-06-22,0.0,24.8,19.0,34.6,72,885.1
2026-06-23,0.0,25.8,18.0,33.3,67,966.5
2026-06-24,0.0,26.7,17.3,35.4,61,854.3
2026-06-25,0.0,27.8,17.5,37.8,57,839.1
2026-06-26,0.0,29.9,18.7,39.1,50,872.4
2026-06-27,0.0,31.0,20.9,40.7,46,832.9
2026-06-28,6.0,29.2,20.5,39.1,53,892.0
2026-06-29,1.6,24.3,19.2,30.1,73,1095.2
2026-06-30,0.9,24.1,18.7,32.2,75,955.2
2026-07-01,3.7,19.4,14.3,25.6,84,872.8
2026-07-02,0.1,21.5,12.4,28.5,63,1039.4
